BinhLuan,Nhan
"Xinh xỉu up xỉu down luôn á, nhảy mượt thực sự.",1
Chị này siêu hài hước xỉu up xỉu down,1
Trend này quá gượng gạo !,0
Video quá nhạt hủy follow,0
Nhìn khá đơ chán chả buồn nói,0
Anh này quá trời dễ thương tim cho chủ thớt,1
Nhạc nền siêu cuốn nha,1
Nhạc này quá lố lăng lướt qua luôn,0
Anh này quá cuốn xỉu up xỉu down,1
Trend này quá dẻo 🔥,1
Nhìn quá đơ !,0
Nhan sắc cực kỳ chất xỉu up xỉu down,1
Content quá mượt 🔥,1
Bé này quá trời hài hước ❤️,1
Anh này quá trời dẻo 🔥,1
Content khá nhảm chán chả buồn nói,0
Điệu nhảy rất hài hước xin link nhạc,1
Trend này rất bánh cuốn bắn tim,1
Nhan sắc cực kỳ dễ thương xỉu up xỉu down,1
Điệu nhảy vô cùng chất bắn tim,1
Content khá đơ chán chả buồn nói,0
"Xinh xỉu up xỉu down luôn á, nhảy mượt thực sự.",1
Nhìn hơi nhạt bớt làm trò,0
Anh này siêu ngầu xin link nhạc,1
Content vô cùng chất 🔥,1
Trend này cực kỳ nhảm flop chắc,0
"Xinh xỉu up xỉu down luôn á, nhảy mượt thực sự.",1
Điệu nhảy vô cùng xinh xin link nhạc,1
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
Chị này quá xinh á,1
Nhìn hơi nhảm flop chắc,0
"Đã thả tim và follow, làm thêm nhiều clip nữa nhé bạn.",1
Content quá mượt ❤️,1
Nhạc này hơi lố lăng chán chả buồn nói,0
Video thật sự nhức mắt lướt qua luôn,0
Nhìn thật sự nhảm bớt làm trò,0
Content quá mượt tim cho chủ thớt,1
Nhạc này khá xàm lướt qua luôn,0
Trend này hơi nhức mắt lướt qua luôn,0
Nhạc nền cực kỳ bánh cuốn á,1
Video quá nhức mắt chán chả buồn nói,0
Trend này quá trời mượt tim cho chủ thớt,1
Trend này hơi nhạt 😡,0
Nhạc này quá xàm !,0
Kênh cực kỳ vô tri bớt làm trò,0
Diễn quá xàm hủy follow,0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Chị này quá trời bánh cuốn 🔥,1
Diễn hơi lố lăng !,0
Nhìn quá vô tri hủy follow,0
Trend này cực kỳ hài hước tim cho chủ thớt,1
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
Diễn quá rác !,0
Nhạc này hơi gượng gạo bớt làm trò,0
Nhan sắc vô cùng xinh bắn tim,1
Content rất ngầu nha,1
Content cực kỳ hài hước xin link nhạc,1
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Content thật sự nhạt !,0
Trend này khá vô tri 😡,0
Diễn quá xàm hủy follow,0
Content khá gượng gạo !,0
Anh này quá cuốn bắn tim,1
Bé này quá dẻo xỉu up xỉu down,1
Video khá rác chán chả buồn nói,0
Nhạc này quá gượng gạo lướt qua luôn,0
Nhìn thật sự nhảm 😡,0
Video cực kỳ xàm flop chắc,0
Trend này vô cùng xinh ❤️,1
Anh này quá chất xỉu up xỉu down,1
Kênh quá nhảm !,0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Video quá nhạt flop chắc,0
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Nhìn quá lố lăng !,0
Nhạc nền rất cuốn ❤️,1
Nhìn quá nhức mắt bớt làm trò,0
Bé này siêu cuốn á,1
Bé này vô cùng dẻo tim cho chủ thớt,1
Bé này rất ngầu 🔥,1
Diễn cực kỳ đơ chán chả buồn nói,0
Diễn gượng gạo quá xem mà ngại giùm luôn á.,0
Nhan sắc cực kỳ mượt á,1
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Content quá trời ngầu bắn tim,1
Content siêu bánh cuốn ❤️,1
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
Điệu nhảy siêu dễ thương 🔥,1
Nhạc này hơi xàm hủy follow,0
Trend này vô cùng bánh cuốn nha,1
Content quá lố lăng flop chắc,0
Bé này rất mượt xỉu up xỉu down,1
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Trend này quá dễ thương xỉu up xỉu down,1
Nhạc nền vô cùng mượt xỉu up xỉu down,1
Anh này cực kỳ ngầu xin link nhạc,1
Nhạc này cực kỳ vô tri lướt qua luôn,0
Chị này cực kỳ bánh cuốn á,1
Diễn quá nhức mắt bớt làm trò,0
Bé này quá ngầu á,1
Nhạc này cực kỳ nhức mắt lướt qua luôn,0
Nhạc nền rất xinh xỉu up xỉu down,1
Nhạc này thật sự nhức mắt lướt qua luôn,0
Trend này quá trời dễ thương xỉu up xỉu down,1
Trend này thật sự đơ bớt làm trò,0
Content rất chất ❤️,1
Nhan sắc siêu ngầu bắn tim,1
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Trend này quá rác chán chả buồn nói,0
Content cực kỳ bánh cuốn á,1
Diễn gượng gạo quá xem mà ngại giùm luôn á.,0
Nhan sắc siêu chất xin link nhạc,1
Nhạc này cực kỳ nhạt chán chả buồn nói,0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Anh này vô cùng mượt xin link nhạc,1
Trend này thật sự nhạt chán chả buồn nói,0
Content khá xàm chán chả buồn nói,0
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
Diễn quá vô tri lướt qua luôn,0
Nhìn quá nhức mắt lướt qua luôn,0
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
Kênh khá nhảm chán chả buồn nói,0
Anh này quá trời dẻo á,1
Nhìn quá lố lăng !,0
Video hơi đơ hủy follow,0
Nhan sắc cực kỳ mượt bắn tim,1
"Xin link nhạc nền với chủ thớt ơi, nghe cuốn quá đi.",1
Nhạc này thật sự gượng gạo 😡,0
Kênh thật sự vô tri lướt qua luôn,0
Chị này siêu chất nha,1
Nhan sắc cực kỳ xinh ❤️,1
"Đã thả tim và follow, làm thêm nhiều clip nữa nhé bạn.",1
Bé này rất mượt xỉu up xỉu down,1
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
Diễn gượng gạo quá xem mà ngại giùm luôn á.,0
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Nhạc nền quá chất 🔥,1
Trend này hơi rác lướt qua luôn,0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Kênh cực kỳ xàm hủy follow,0
Content cực kỳ vô tri flop chắc,0
Video hơi đơ lướt qua luôn,0
Anh này rất ngầu xỉu up xỉu down,1
Video hơi nhảm bớt làm trò,0
Kênh thật sự đơ bớt làm trò,0
Diễn hơi đơ chán chả buồn nói,0
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
Kênh khá rác chán chả buồn nói,0
Nhạc này cực kỳ vô tri chán chả buồn nói,0
Nhạc này hơi vô tri 😡,0
Video khá nhạt bớt làm trò,0
Nhan sắc quá hài hước ❤️,1
Nhan sắc quá trời cuốn 🔥,1
"Nhạc ghép chả ăn nhập gì với video cả, lướt qua luôn.",0
Trend này vô cùng ngầu bắn tim,1
Diễn quá rác bớt làm trò,0
Trend này thật sự rác chán chả buồn nói,0
Diễn thật sự nhạt chán chả buồn nói,0
Kênh cực kỳ nhạt flop chắc,0
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Chị này cực kỳ bánh cuốn xỉu up xỉu down,1
Chị này cực kỳ mượt 🔥,1
"Xinh xỉu up xỉu down luôn á, nhảy mượt thực sự.",1
Điệu nhảy cực kỳ ngầu nha,1
Nhan sắc quá trời ngầu tim cho chủ thớt,1
Nhìn khá gượng gạo flop chắc,0
Anh này siêu dẻo xỉu up xỉu down,1
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Nhìn quá đơ 😡,0
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
Diễn hơi đơ !,0
Diễn hơi đơ lướt qua luôn,0
Bé này rất bánh cuốn á,1
"Xinh xỉu up xỉu down luôn á, nhảy mượt thực sự.",1
Diễn gượng gạo quá xem mà ngại giùm luôn á.,0
Nhan sắc quá trời hài hước ❤️,1
"Xin link nhạc nền với chủ thớt ơi, nghe cuốn quá đi.",1
Bé này quá trời dẻo nha,1
"Xin link nhạc nền với chủ thớt ơi, nghe cuốn quá đi.",1
Trend này cực kỳ chất xỉu up xỉu down,1
Trend này rất dễ thương xỉu up xỉu down,1
Diễn quá nhảm bớt làm trò,0
Anh này rất mượt tim cho chủ thớt,1
Kênh hơi đơ 😡,0
Trend này khá nhạt !,0
Điệu nhảy vô cùng ngầu ❤️,1
Nhạc nền quá trời cuốn xỉu up xỉu down,1
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
Trend này thật sự đơ hủy follow,0
Nhạc nền vô cùng ngầu xỉu up xỉu down,1
Kênh cực kỳ lố lăng bớt làm trò,0
Video hơi nhạt !,0
Nhạc nền quá trời cuốn xỉu up xỉu down,1
Diễn gượng gạo quá xem mà ngại giùm luôn á.,0
Điệu nhảy quá cuốn xỉu up xỉu down,1
"Nhạc ghép chả ăn nhập gì với video cả, lướt qua luôn.",0
Anh này cực kỳ dẻo tim cho chủ thớt,1
Content cực kỳ rác bớt làm trò,0
Bé này rất cuốn tim cho chủ thớt,1
Content khá vô tri lướt qua luôn,0
Bé này quá chất xin link nhạc,1
Nhan sắc siêu hài hước 🔥,1
Kênh thật sự gượng gạo lướt qua luôn,0
Diễn hơi lố lăng !,0
Điệu nhảy vô cùng ngầu xỉu up xỉu down,1
Nhìn cực kỳ lố lăng flop chắc,0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Video hơi đơ chán chả buồn nói,0
Điệu nhảy cực kỳ bánh cuốn bắn tim,1
Diễn cực kỳ nhạt 😡,0
Content khá lố lăng chán chả buồn nói,0
Nhạc này quá xàm 😡,0
Kênh khá nhức mắt hủy follow,0
Nhạc này hơi xàm !,0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Trend này vô cùng dễ thương tim cho chủ thớt,1
Nhạc này cực kỳ đơ chán chả buồn nói,0
Video thật sự rác hủy follow,0
Chị này vô cùng dễ thương xỉu up xỉu down,1
Trend này quá đơ hủy follow,0
Kênh thật sự xàm chán chả buồn nói,0
Chị này siêu chất 🔥,1
Nhìn hơi đơ 😡,0
Diễn khá xàm flop chắc,0
Nhìn hơi gượng gạo 😡,0
Content rất chất bắn tim,1
Anh này vô cùng dẻo tim cho chủ thớt,1
Trend này hơi xàm 😡,0
Content siêu bánh cuốn ❤️,1
Trend này thật sự nhạt flop chắc,0
Nhạc này thật sự rác lướt qua luôn,0
Bé này siêu chất tim cho chủ thớt,1
Bé này cực kỳ ngầu tim cho chủ thớt,1
Nhan sắc cực kỳ mượt ❤️,1
Nhạc này khá vô tri bớt làm trò,0
Nhan sắc quá trời hài hước bắn tim,1
Trend này quá trời mượt ❤️,1
Nhạc nền siêu bánh cuốn ❤️,1
Anh này rất cuốn ❤️,1
"Nhạc ghép chả ăn nhập gì với video cả, lướt qua luôn.",0
Content vô cùng dẻo bắn tim,1
Nhìn thật sự nhạt 😡,0
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Nhìn hơi vô tri flop chắc,0
Kênh thật sự nhức mắt lướt qua luôn,0
"Đã thả tim và follow, làm thêm nhiều clip nữa nhé bạn.",1
Điệu nhảy quá dẻo nha,1
Trend này quá trời hài hước xin link nhạc,1
Điệu nhảy cực kỳ bánh cuốn xỉu up xỉu down,1
Diễn hơi nhức mắt chán chả buồn nói,0
Content quá nhức mắt 😡,0
Kênh hơi nhảm 😡,0
Nhìn cực kỳ đơ 😡,0
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Bé này cực kỳ ngầu ❤️,1
Kênh khá gượng gạo lướt qua luôn,0
Video hơi nhức mắt 😡,0
"Xin link nhạc nền với chủ thớt ơi, nghe cuốn quá đi.",1
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
"Nhạc ghép chả ăn nhập gì với video cả, lướt qua luôn.",0
Content khá lố lăng lướt qua luôn,0
Content quá nhức mắt hủy follow,0
Kênh hơi xàm lướt qua luôn,0
Nhạc nền cực kỳ bánh cuốn nha,1
Trend này hơi nhức mắt lướt qua luôn,0
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
Kênh quá lố lăng 😡,0
Kênh thật sự nhức mắt !,0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Anh này cực kỳ hài hước bắn tim,1
Nhìn quá rác chán chả buồn nói,0
Trend này rất ngầu xỉu up xỉu down,1
Anh này vô cùng ngầu xin link nhạc,1
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
Nhìn thật sự xàm chán chả buồn nói,0
Nhìn quá gượng gạo 😡,0
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Nhạc nền vô cùng mượt á,1
Chị này siêu xinh 🔥,1
"Xinh xỉu up xỉu down luôn á, nhảy mượt thực sự.",1
Trend này hơi nhạt chán chả buồn nói,0
"Đã thả tim và follow, làm thêm nhiều clip nữa nhé bạn.",1
Chị này rất dễ thương 🔥,1
Điệu nhảy quá bánh cuốn tim cho chủ thớt,1
Bé này quá bánh cuốn xin link nhạc,1
Chị này rất bánh cuốn 🔥,1
Video quá lố lăng hủy follow,0
Bé này cực kỳ dẻo 🔥,1
Video khá lố lăng 😡,0
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Điệu nhảy quá trời dễ thương bắn tim,1
Nhạc này thật sự nhức mắt bớt làm trò,0
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
Nhan sắc siêu dẻo 🔥,1
Content thật sự nhức mắt bớt làm trò,0
Content hơi nhạt flop chắc,0
Nhan sắc siêu cuốn ❤️,1
Diễn quá xàm lướt qua luôn,0
Bé này quá trời chất xin link nhạc,1
"Xinh xỉu up xỉu down luôn á, nhảy mượt thực sự.",1
Nhan sắc vô cùng ngầu 🔥,1
Content khá gượng gạo hủy follow,0
Content khá đơ bớt làm trò,0
Video cực kỳ đơ 😡,0
Nhạc này quá xàm chán chả buồn nói,0
Kênh khá gượng gạo bớt làm trò,0
Nhìn hơi đơ lướt qua luôn,0
Nhan sắc cực kỳ chất á,1
Content quá trời dẻo bắn tim,1
Nhạc này quá đơ 😡,0
Trend này khá lố lăng chán chả buồn nói,0
Diễn cực kỳ rác chán chả buồn nói,0
Nhạc nền cực kỳ dẻo xin link nhạc,1
Điệu nhảy quá cuốn tim cho chủ thớt,1
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
Bé này quá dẻo nha,1
Kênh hơi rác lướt qua luôn,0
Diễn gượng gạo quá xem mà ngại giùm luôn á.,0
Bé này quá trời mượt bắn tim,1
Content cực kỳ lố lăng !,0
Content quá trời cuốn nha,1
Chị này quá xinh xỉu up xỉu down,1
Content hơi nhạt lướt qua luôn,0
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Video thật sự gượng gạo hủy follow,0
Bé này vô cùng hài hước ❤️,1
Trend này thật sự lố lăng lướt qua luôn,0
Diễn khá nhảm bớt làm trò,0
Nhạc nền cực kỳ ngầu tim cho chủ thớt,1
Nhạc nền vô cùng mượt 🔥,1
Trend này quá trời hài hước nha,1
Content quá trời hài hước á,1
Content thật sự nhức mắt chán chả buồn nói,0
"Xin link nhạc nền với chủ thớt ơi, nghe cuốn quá đi.",1
Content vô cùng cuốn tim cho chủ thớt,1
Trend này vô cùng chất 🔥,1
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Điệu nhảy quá trời bánh cuốn á,1
Nhạc nền siêu mượt xin link nhạc,1
Nhan sắc siêu mượt á,1
Nhan sắc quá trời cuốn ❤️,1
Trend này quá đơ bớt làm trò,0
Điệu nhảy rất hài hước 🔥,1
Kênh quá lố lăng !,0
Nhạc này quá gượng gạo lướt qua luôn,0
Anh này siêu chất 🔥,1
Nhạc này hơi lố lăng chán chả buồn nói,0
Diễn thật sự xàm 😡,0
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Anh này siêu hài hước ❤️,1
Trend này khá lố lăng lướt qua luôn,0
Video cực kỳ gượng gạo bớt làm trò,0
Điệu nhảy siêu mượt bắn tim,1
Nhạc nền quá dẻo ❤️,1
Nhìn khá vô tri hủy follow,0
Nhạc nền quá trời dễ thương ❤️,1
Bé này quá trời dễ thương 🔥,1
Video thật sự vô tri 😡,0
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Anh này vô cùng xinh bắn tim,1
Trend này cực kỳ lố lăng !,0
Nhìn hơi gượng gạo flop chắc,0
Điệu nhảy rất xinh bắn tim,1
Nhạc này quá đơ flop chắc,0
Chị này cực kỳ bánh cuốn nha,1
Diễn cực kỳ gượng gạo chán chả buồn nói,0
Chị này cực kỳ cuốn á,1
Diễn quá lố lăng hủy follow,0
Nhan sắc siêu dễ thương nha,1
Video khá đơ !,0
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Nhạc này khá lố lăng hủy follow,0
Nhìn hơi gượng gạo hủy follow,0
Diễn cực kỳ nhức mắt 😡,0
Bé này rất ngầu xin link nhạc,1
Nhạc này cực kỳ rác chán chả buồn nói,0
Điệu nhảy rất mượt nha,1
Nhìn hơi nhức mắt bớt làm trò,0
Kênh cực kỳ nhức mắt chán chả buồn nói,0
Nhan sắc quá mượt bắn tim,1
Kênh quá xàm !,0
Kênh thật sự nhảm hủy follow,0
Diễn quá vô tri chán chả buồn nói,0
"Đã thả tim và follow, làm thêm nhiều clip nữa nhé bạn.",1
Nhan sắc vô cùng xinh bắn tim,1
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Content khá gượng gạo hủy follow,0
Nhạc này cực kỳ rác !,0
Nhạc nền quá trời xinh bắn tim,1
Chị này quá dẻo tim cho chủ thớt,1
Điệu nhảy rất hài hước xin link nhạc,1
Chị này vô cùng ngầu xin link nhạc,1
Chị này rất hài hước xin link nhạc,1
"Content ngày càng lố lăng và nhảm nhí, hủy follow gấp.",0
Chị này siêu bánh cuốn 🔥,1
Trend này vô cùng cuốn tim cho chủ thớt,1
Kênh thật sự rác 😡,0
Video thật sự lố lăng 😡,0
Chị này cực kỳ ngầu nha,1
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Video cực kỳ đơ lướt qua luôn,0
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Nhạc này thật sự vô tri hủy follow,0
Chị này cực kỳ bánh cuốn xỉu up xỉu down,1
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Nhìn cực kỳ nhạt lướt qua luôn,0
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
Nhan sắc siêu xinh xin link nhạc,1
Video cực kỳ rác flop chắc,0
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Nhìn thật sự nhức mắt lướt qua luôn,0
Nhìn hơi nhức mắt bớt làm trò,0
Chị này quá dẻo xin link nhạc,1
Content siêu mượt tim cho chủ thớt,1
Nhìn hơi xàm lướt qua luôn,0
Content khá nhức mắt 😡,0
Content khá rác flop chắc,0
Diễn quá gượng gạo bớt làm trò,0
Trend này vô cùng xinh nha,1
Nhan sắc quá trời chất xỉu up xỉu down,1
Trend này cực kỳ dễ thương nha,1
Video thật sự xàm 😡,0
Content siêu hài hước 🔥,1
Kênh thật sự nhảm flop chắc,0
Nhìn khá nhức mắt hủy follow,0
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Nhìn khá nhảm lướt qua luôn,0
Bé này siêu dễ thương xin link nhạc,1
Trend này quá trời hài hước xin link nhạc,1
Trend này quá trời xinh tim cho chủ thớt,1
Trend này cực kỳ xàm lướt qua luôn,0
Bé này quá ngầu xỉu up xỉu down,1
"Nhảy đơ như khúc gỗ mà cũng lên xu hướng được, chịu thật.",0
Nhìn hơi đơ !,0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Nhan sắc quá trời ngầu tim cho chủ thớt,1
Nhan sắc cực kỳ cuốn tim cho chủ thớt,1
Content quá rác chán chả buồn nói,0
Content rất dễ thương bắn tim,1
Nhạc nền quá bánh cuốn nha,1
Content vô cùng dẻo á,1
Trend này cực kỳ nhạt !,0
Diễn quá nhức mắt chán chả buồn nói,0
Video thật sự nhạt 😡,0
Content siêu mượt ❤️,1
Nhạc nền vô cùng dễ thương á,1
Kênh quá vô tri lướt qua luôn,0
Nhạc này thật sự đơ bớt làm trò,0
Điệu nhảy rất dễ thương bắn tim,1
Diễn gượng gạo quá xem mà ngại giùm luôn á.,0
"Xin link nhạc nền với chủ thớt ơi, nghe cuốn quá đi.",1
Trend này khá nhạt flop chắc,0
Nhìn thật sự vô tri !,0
Chị này vô cùng xinh ❤️,1
"Xinh xỉu up xỉu down luôn á, nhảy mượt thực sự.",1
Nhạc này cực kỳ nhạt flop chắc,0
"Content vô tri nhưng xem cười đau cả bụng, ủng hộ nha.",1
Chị này quá trời hài hước ❤️,1
Diễn gượng gạo quá xem mà ngại giùm luôn á.,0
Nhan sắc rất dễ thương ❤️,1
Trend này rất cuốn xỉu up xỉu down,1
Anh này cực kỳ dẻo 🔥,1
Content vô cùng cuốn bắn tim,1
Anh này rất hài hước xin link nhạc,1
Video thật sự xàm chán chả buồn nói,0
Nhìn thật sự xàm lướt qua luôn,0
Anh này cực kỳ dễ thương bắn tim,1
Diễn cực kỳ vô tri !,0
Nhan sắc siêu dễ thương xỉu up xỉu down,1
Anh này quá trời dễ thương ❤️,1
Content cực kỳ lố lăng bớt làm trò,0
Content quá rác lướt qua luôn,0
Chị này quá trời cuốn bắn tim,1
Chị này vô cùng ngầu bắn tim,1
Nhạc nền rất bánh cuốn xin link nhạc,1
Trend này hơi nhảm flop chắc,0
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
Điệu nhảy vô cùng chất nha,1
Video thật sự nhức mắt flop chắc,0
Chị này rất mượt xin link nhạc,1
Bé này vô cùng mượt bắn tim,1
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
Content cực kỳ gượng gạo 😡,0
Nhìn thật sự nhức mắt bớt làm trò,0
Nhạc nền siêu ngầu tim cho chủ thớt,1
Content quá xàm flop chắc,0
Nhạc nền rất cuốn nha,1
Content cực kỳ nhảm flop chắc,0
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
Diễn quá lố lăng lướt qua luôn,0
Video khá nhảm bớt làm trò,0
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Content khá nhạt chán chả buồn nói,0
Video quá nhảm lướt qua luôn,0
Anh này rất chất 🔥,1
Anh này vô cùng dễ thương á,1
Bé này cực kỳ ngầu nha,1
Trend này cực kỳ chất xin link nhạc,1
Nhạc nền vô cùng bánh cuốn xin link nhạc,1
Trend này cực kỳ nhạt hủy follow,0
"Đã thả tim và follow, làm thêm nhiều clip nữa nhé bạn.",1
"Bắt chước người khác mà làm tệ hơn nhiều, flop thôi.",0
Điệu nhảy quá dẻo xin link nhạc,1
"Nhìn thần thái đỉnh thực sự, lướt qua phải dừng lại coi luôn.",1
Điệu nhảy quá trời cuốn nha,1
Trend này quá nhạt chán chả buồn nói,0
Trend này rất cuốn tim cho chủ thớt,1
Nhạc nền vô cùng chất xỉu up xỉu down,1
"Nhạc ghép chả ăn nhập gì với video cả, lướt qua luôn.",0
Diễn gượng gạo quá xem mà ngại giùm luôn á.,0
